CIF,Gen,ID,Origin,Composition,Enthalpy,Volume,Density,Fitness,KPOINTS,SYMM,Q_entr,A_order,S_order,N_atoms,Energy/N_atoms
"['data_findsym-STRUC-770', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       2.63300            ', '_cell_length_b      17.42200            ', '_cell_length_c       4.57600            ', '_cell_angle_alpha   89.49000            ', '_cell_angle_beta    74.11800            ', '_cell_angle_gamma   88.09800            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0155   0.2617   0.2269   1.0000', '  Mg   Mg  -0.3130  -0.4002   0.2063   1.0000', '  Mg   Mg  -0.4251   0.1001   0.2032   1.0000', '  Mg   Mg  -0.1467  -0.1498  -0.2571   1.0000', '  Al   Al   0.2268   0.4362   0.2375   1.0000', '  Al   Al   0.3067   0.1854  -0.2973   1.0000', '  Al   Al   0.4490  -0.4863  -0.2853   1.0000', '  Al   Al  -0.2194   0.3394  -0.2554   1.0000', '  Al   Al   0.3401   0.0129  -0.2905   1.0000', '  Al   Al   0.1262  -0.2370   0.2381   1.0000', '  Al   Al   0.4109  -0.3131  -0.2878   1.0000', '  Al   Al   0.0879  -0.0636   0.2362   1.0000', '   O    O   0.3508   0.2906  -0.4615   1.0000', '   O    O   0.3452  -0.3997  -0.1234   1.0000', '   O    O  -0.1954   0.4778  -0.0215   1.0000', '   O    O   0.0921  -0.4732   0.4418   1.0000', '   O    O  -0.3167   0.2290  -0.0696   1.0000', '   O    O  -0.3828   0.4161  -0.4885   1.0000', '   O    O  -0.0622   0.1678   0.4386   1.0000', '   O    O   0.1838   0.3575   0.0171   1.0000', '   O    O  -0.2856  -0.0259  -0.0277   1.0000', '   O    O   0.0494  -0.3308   0.4379   1.0000', '   O    O  -0.0297   0.0282   0.4364   1.0000', '   O    O  -0.2314  -0.2754  -0.0245   1.0000', '   O    O   0.4887  -0.2217  -0.4881   1.0000', '   O    O   0.4574  -0.0805  -0.4900   1.0000', '   O    O   0.1923  -0.1507   0.0723   1.0000', '   O    O   0.2349   0.0993  -0.1224   1.0000']",17,770,softmutate,[ 4  8 16],-652.547,201.817,4.682,-652.547,[1 1 1],1,0.164,3.166,2.557,28,-23.30525
"['data_findsym-STRUC-771', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       8.20600            ', '_cell_length_b       9.53200            ', '_cell_length_c       2.73400            ', '_cell_angle_alpha   97.26900            ', '_cell_angle_beta    90.27700            ', '_cell_angle_gamma   74.91200            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.3564   0.3932  -0.3494   1.0000', '  Mg   Mg  -0.4070   0.1244  -0.4985   1.0000', '  Mg   Mg   0.0889  -0.3407   0.2746   1.0000', '  Mg   Mg   0.0469   0.4039   0.1573   1.0000', '  Al   Al  -0.3251   0.3794   0.1744   1.0000', '  Al   Al  -0.0596   0.1689  -0.3845   1.0000', '  Al   Al   0.4099  -0.3543  -0.2334   1.0000', '  Al   Al  -0.4503  -0.1371   0.3634   1.0000', '  Al   Al   0.2909   0.1473   0.0178   1.0000', '  Al   Al  -0.2069  -0.3830  -0.2452   1.0000', '  Al   Al   0.1739  -0.0857   0.3679   1.0000', '  Al   Al  -0.1372  -0.1052  -0.1209   1.0000', '   O    O   0.3548  -0.2205   0.3224   1.0000', '   O    O  -0.4459   0.4812  -0.3005   1.0000', '   O    O  -0.2145  -0.4848   0.2091   1.0000', '   O    O   0.3083  -0.4493   0.2241   1.0000', '   O    O   0.1388   0.0409  -0.0810   1.0000', '   O    O   0.0951  -0.1910  -0.1628   1.0000', '   O    O   0.1945   0.2704  -0.4055   1.0000', '   O    O  -0.3541  -0.0354  -0.0799   1.0000', '   O    O  -0.0955  -0.0005   0.4208   1.0000', '   O    O  -0.2810   0.2512  -0.3586   1.0000', '   O    O  -0.0627   0.2620   0.1560   1.0000', '   O    O   0.0216  -0.4512  -0.2751   1.0000', '   O    O   0.4483   0.2462   0.0797   1.0000', '   O    O   0.3857   0.0240   0.4450   1.0000', '   O    O  -0.4097  -0.2630  -0.1934   1.0000', '   O    O  -0.1652  -0.2343   0.3242   1.0000']",17,771,softmutate,[ 4  8 16],-649.722,204.691,4.616,-649.722,[1 1 1],1,0.232,2.847,1.993,28,-23.20435714285714
"['data_findsym-STRUC-772', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       7.36100            ', '_cell_length_b      10.61200            ', '_cell_length_c       2.69300            ', '_cell_angle_alpha   85.76000            ', '_cell_angle_beta    80.44500            ', '_cell_angle_gamma  100.39600            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.2609   0.4469   0.2401   1.0000', '  Mg   Mg  -0.3053   0.1888  -0.1580   1.0000', '  Mg   Mg  -0.3016  -0.3198  -0.3325   1.0000', '  Mg   Mg   0.3991  -0.4878   0.3843   1.0000', '  Al   Al   0.0398   0.0820   0.2474   1.0000', '  Al   Al   0.0138  -0.1740  -0.0355   1.0000', '  Al   Al   0.0483   0.3372  -0.3736   1.0000', '  Al   Al   0.3755   0.0176  -0.4505   1.0000', '  Al   Al   0.3772   0.2738  -0.0327   1.0000', '  Al   Al   0.3675  -0.2349   0.4094   1.0000', '  Al   Al   0.0673  -0.4051   0.0469   1.0000', '  Al   Al  -0.2964  -0.0634  -0.0998   1.0000', '   O    O   0.0014   0.4932  -0.3994   1.0000', '   O    O   0.2343   0.3954  -0.0005   1.0000', '   O    O   0.3149  -0.3646  -0.0900   1.0000', '   O    O  -0.1140   0.2969   0.2169   1.0000', '   O    O   0.1196  -0.2573   0.4746   1.0000', '   O    O  -0.1318  -0.3467   0.1012   1.0000', '   O    O   0.3987   0.1143   0.0151   1.0000', '   O    O  -0.3843   0.0135   0.4119   1.0000', '   O    O  -0.1289  -0.1226   0.4609   1.0000', '   O    O  -0.1133   0.0855  -0.1848   1.0000', '   O    O   0.1789   0.2137  -0.4383   1.0000', '   O    O  -0.4152  -0.4963  -0.2033   1.0000', '   O    O  -0.4650   0.2970   0.3914   1.0000', '   O    O   0.1331  -0.0175  -0.2622   1.0000', '   O    O   0.3675  -0.1260  -0.0968   1.0000', '   O    O  -0.4060  -0.2234   0.1856   1.0000']",17,772,softmutate,[ 4  8 16],-648.829,202.845,4.658,-648.829,[1 1 1],1,0.223,2.764,1.985,28,-23.172464285714284
"['data_findsym-STRUC-773', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       2.63400            ', '_cell_length_b       4.55500            ', '_cell_length_c      17.52700            ', '_cell_angle_alpha   90.79300            ', '_cell_angle_beta    93.40300            ', '_cell_angle_gamma   74.25500            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0035  -0.3352   0.2212   1.0000', '  Mg   Mg   0.1311   0.1708   0.3038   1.0000', '  Mg   Mg   0.2864   0.1769  -0.1988   1.0000', '  Mg   Mg   0.4068  -0.2852  -0.4487   1.0000', '  Al   Al   0.4076  -0.2956   0.0618   1.0000', '  Al   Al  -0.0066  -0.3153  -0.2855   1.0000', '  Al   Al   0.0663  -0.3172  -0.1129   1.0000', '  Al   Al  -0.1353  -0.3196   0.3897   1.0000', '  Al   Al  -0.3689   0.2061   0.4658   1.0000', '  Al   Al  -0.3063   0.2109  -0.3613   1.0000', '  Al   Al  -0.3264   0.1813   0.1411   1.0000', '  Al   Al  -0.1461   0.2043  -0.0350   1.0000', '   O    O   0.3250  -0.0879   0.1565   1.0000', '   O    O  -0.2135  -0.0154   0.0453   1.0000', '   O    O   0.2499  -0.0560   0.4303   1.0000', '   O    O   0.3442  -0.0513  -0.3223   1.0000', '   O    O   0.4241  -0.0511  -0.0761   1.0000', '   O    O  -0.2529   0.0449  -0.4466   1.0000', '   O    O  -0.2471  -0.1482   0.3069   1.0000', '   O    O  -0.0559  -0.1535  -0.1987   1.0000', '   O    O   0.0024   0.4798   0.4821   1.0000', '   O    O   0.0541   0.4855  -0.3766   1.0000', '   O    O   0.4929   0.4094   0.3725   1.0000', '   O    O  -0.3654   0.4100  -0.2677   1.0000', '   O    O  -0.3772   0.3448   0.2254   1.0000', '   O    O  -0.2941   0.4099  -0.1256   1.0000', '   O    O   0.0020   0.4529   0.1053   1.0000', '   O    O   0.2494   0.4843  -0.0159   1.0000']",17,773,softmutate,[ 4  8 16],-651.803,202.08,4.676,-651.803,[1 1 1],1,0.154,3.057,2.515,28,-23.27867857142857
"['data_findsym-STRUC-774', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1 m 1'"", '_symmetry_Int_Tables_number 6           ', '                                        ', '_cell_length_a       4.64700            ', '_cell_length_b       2.67700            ', '_cell_length_c      16.37900            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    89.81000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y,z                                  ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.4654   0.0000  -0.2413   1.0000', '  Mg   Mg  -0.0001   0.5000  -0.3311   1.0000', '  Mg   Mg   0.0203   0.5000   0.1719   1.0000', '  Mg   Mg  -0.3802   0.5000   0.4222   1.0000', '  Al   Al  -0.4141   0.5000  -0.0822   1.0000', '  Al   Al  -0.4274   0.0000   0.2619   1.0000', '  Al   Al  -0.4784   0.5000   0.0988   1.0000', '  Al   Al  -0.4860   0.5000  -0.4041   1.0000', '  Al   Al   0.0654   0.0000  -0.4895   1.0000', '  Al   Al   0.1209   0.5000   0.3466   1.0000', '  Al   Al   0.0570   0.0000  -0.1737   1.0000', '  Al   Al   0.0672   0.0000   0.0105   1.0000', '   O    O  -0.1965   0.5000  -0.2005   1.0000', '   O    O  -0.1360   0.0000  -0.0811   1.0000', '   O    O  -0.1802   0.5000  -0.4650   1.0000', '   O    O  -0.1824   0.5000   0.2875   1.0000', '   O    O  -0.1709   0.5000   0.0401   1.0000', '   O    O  -0.0632   0.0000   0.4093   1.0000', '   O    O  -0.2997   0.0000  -0.3452   1.0000', '   O    O  -0.2965   0.0000   0.1615   1.0000', '   O    O   0.3152   0.5000   0.4981   1.0000', '   O    O   0.3901   0.0000   0.3614   1.0000', '   O    O   0.2445   0.0000  -0.3875   1.0000', '   O    O   0.3220   0.5000   0.2475   1.0000', '   O    O   0.2424   0.5000  -0.2433   1.0000', '   O    O   0.2530   0.0000   0.1105   1.0000', '   O    O   0.3797   0.0000  -0.1252   1.0000', '   O    O   0.3361   0.5000  -0.0028   1.0000']",17,774,softmutate,[ 4  8 16],-649.841,203.713,4.639,-649.841,[1 1 1],6,0.194,3.088,2.377,28,-23.208607142857144
"['data_findsym-STRUC-775', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       5.22300            ', '_cell_length_b      14.82700            ', '_cell_length_c       2.63100            ', '_cell_angle_alpha   89.05300            ', '_cell_angle_beta    89.65100            ', '_cell_angle_gamma   85.07100            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.1211  -0.1286   0.3164   1.0000', '  Mg   Mg   0.3616   0.3711   0.3578   1.0000', '  Mg   Mg   0.3850   0.0256  -0.1959   1.0000', '  Mg   Mg   0.4102  -0.2975  -0.1715   1.0000', '  Al   Al   0.1438   0.1940  -0.1921   1.0000', '  Al   Al  -0.3531  -0.4695  -0.1566   1.0000', '  Al   Al  -0.1222   0.3553   0.3548   1.0000', '  Al   Al  -0.3662   0.2144  -0.1062   1.0000', '  Al   Al  -0.1273   0.0358   0.3235   1.0000', '  Al   Al  -0.3776  -0.1441   0.3143   1.0000', '  Al   Al   0.1435  -0.4569   0.3429   1.0000', '  Al   Al  -0.0887  -0.2872  -0.1718   1.0000', '   O    O  -0.3576   0.3419  -0.1388   1.0000', '   O    O   0.4685  -0.4152   0.3391   1.0000', '   O    O   0.4064   0.2256   0.3915   1.0000', '   O    O  -0.3949  -0.0312   0.3137   1.0000', '   O    O  -0.1400  -0.1658  -0.1837   1.0000', '   O    O  -0.1802   0.4691   0.3490   1.0000', '   O    O  -0.0496  -0.4079  -0.1613   1.0000', '   O    O  -0.2859   0.1043  -0.1719   1.0000', '   O    O   0.0990   0.3321  -0.1440   1.0000', '   O    O   0.1752   0.1079   0.2812   1.0000', '   O    O  -0.1185   0.2284   0.3641   1.0000', '   O    O   0.3005   0.4762  -0.1504   1.0000', '   O    O   0.1360  -0.2872   0.3273   1.0000', '   O    O  -0.3219  -0.2759   0.3276   1.0000', '   O    O   0.0508  -0.0218  -0.1833   1.0000', '   O    O   0.3976  -0.1561  -0.1822   1.0000']",17,775,softmutate,[ 4  8 16],-650.224,202.957,4.656,-650.224,[1 1 1],1,0.186,2.965,2.347,28,-23.222285714285714
"['data_findsym-STRUC-776', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 21/n 21/m 21/a'"", '_symmetry_Int_Tables_number 62          ', '                                        ', '_cell_length_a       8.00200            ', '_cell_length_b       2.68800            ', '_cell_length_c       9.34600            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x+1/2,-y+1/2,-z+1/2                     ', '-x,y+1/2,-z                             ', '-x+1/2,-y,z+1/2                         ', '-x,-y,-z                                ', '-x+1/2,y+1/2,z+1/2                      ', 'x,-y+1/2,z                              ', 'x+1/2,y,-z+1/2                          ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.2517   0.2500   0.1448   1.0000', '  Al   Al   0.0768   0.2500   0.1158   1.0000', '  Al   Al   0.0781   0.2500  -0.3865   1.0000', '   O    O  -0.0138   0.2500   0.2839   1.0000', '   O    O   0.2866   0.2500  -0.3287   1.0000', '   O    O  -0.1247   0.2500  -0.4812   1.0000', '   O    O   0.0809   0.2500  -0.0729   1.0000']",17,776,keptBest,[ 4  8 16],-655.062,201.062,4.7,-655.062,[1 1 1],62,0.14,3.199,2.64,28,-23.39507142857143
"['data_findsym-STRUC-777', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'C 2/m 2/c 21/m'"", '_symmetry_Int_Tables_number 63          ', '                                        ', '_cell_length_a       2.63800            ', '_cell_length_b       8.75511            ', '_cell_length_c       8.71850            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y,-z                                 ', '-x,y,-z+1/2                             ', '-x,-y,z+1/2                             ', '-x,-y,-z                                ', '-x,y,z                                  ', 'x,-y,z+1/2                              ', 'x,y,-z+1/2                              ', 'x+1/2,y+1/2,z                           ', 'x+1/2,-y+1/2,-z                         ', '-x+1/2,y+1/2,-z+1/2                     ', '-x+1/2,-y+1/2,z+1/2                     ', '-x+1/2,-y+1/2,-z                        ', '-x+1/2,y+1/2,z                          ', 'x+1/2,-y+1/2,z+1/2                      ', 'x+1/2,y+1/2,-z+1/2                      ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.3843   0.2500   1.0000', '  Al   Al   0.0000   0.1316   0.4234   1.0000', '   O    O   0.0000   0.0494   0.2500   1.0000', '   O    O   0.0000   0.5000   0.0000   1.0000', '   O    O   0.0000   0.2312  -0.3913   1.0000']",17,777,keptBest,[ 4  8 16],-653.565,201.404,4.692,-653.565,[1 1 1],63,0.09,3.655,3.206,28,-23.341607142857146
"['data_findsym-STRUC-778', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 2/b 21/c 21/m'"", '_symmetry_Int_Tables_number 57          ', '                                        ', '_cell_length_a       4.54900            ', '_cell_length_b       4.79000            ', '_cell_length_c       9.43300            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y+1/2,-z                             ', '-x,y+1/2,-z+1/2                         ', '-x,-y,z+1/2                             ', '-x,-y,-z                                ', '-x,y+1/2,z                              ', 'x,-y+1/2,z+1/2                          ', 'x,y,-z+1/2                              ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.2658  -0.4097   0.2500   1.0000', '  Al   Al   0.2501  -0.4637   0.4194   1.0000', '   O    O   0.1324   0.4742   0.2500   1.0000', '   O    O   0.0577   0.2500   0.0000   1.0000', '   O    O  -0.4174   0.1368  -0.1072   1.0000']",17,778,keptBest,[ 4  8 16],-652.025,205.567,4.597,-652.025,[1 1 1],57,0.092,2.868,2.53,28,-23.286607142857143
"['data_findsym-STRUC-779', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P m c 21'"", '_symmetry_Int_Tables_number 26          ', '                                        ', '_cell_length_a       2.68700            ', '_cell_length_b       4.65100            ', '_cell_length_c       8.13000            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-x,-y,z+1/2                             ', '-x,y,z                                  ', 'x,-y,z+1/2                              ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.1992   0.0048   1.0000', '  Al   Al   0.0000  -0.3045   0.1549   1.0000', '  Al   Al   0.5000   0.2438   0.3278   1.0000', '   O    O   0.5000   0.4273   0.1321   1.0000', '   O    O   0.5000  -0.1155   0.0352   1.0000', '   O    O   0.0000   0.0052  -0.2191   1.0000', '   O    O   0.0000  -0.4885  -0.1383   1.0000']",17,779,keptBest,[ 4  8 16],-651.326,203.194,4.65,-651.326,[1 1 1],26,0.137,3.105,2.623,28,-23.261642857142856
"['data_findsym-STRUC-780', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P -1'   "", '_symmetry_Int_Tables_number 2           ', '                                        ', '_cell_length_a       5.25500            ', '_cell_length_b       8.70200            ', '_cell_length_c       4.64100            ', '_cell_angle_alpha   88.40700            ', '_cell_angle_beta   107.50300            ', '_cell_angle_gamma   93.90900            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-x,-y,-z                                ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.0000   0.5000   1.0000', '  Mg   Mg   0.1646  -0.3348  -0.4815   1.0000', '  Mg   Mg   0.5000   0.0000   0.5000   1.0000', '  Al   Al   0.1202  -0.1539   0.0263   1.0000', '  Al   Al   0.0000   0.5000   0.0000   1.0000', '  Al   Al   0.5000   0.5000   0.0000   1.0000', '  Al   Al  -0.3356  -0.3412  -0.4781   1.0000', '  Al   Al   0.3783   0.1512  -0.0207   1.0000', '   O    O  -0.0155  -0.3159  -0.1781   1.0000', '   O    O  -0.0683  -0.1856   0.2863   1.0000', '   O    O  -0.4885  -0.3127  -0.1853   1.0000', '   O    O   0.4503  -0.1952   0.2953   1.0000', '   O    O   0.3167  -0.0637  -0.1919   1.0000', '   O    O   0.1856   0.0573   0.1987   1.0000', '   O    O   0.1975   0.4491  -0.2713   1.0000', '   O    O   0.3219  -0.4569   0.2666   1.0000']",17,780,keptBest,[ 4  8 16],-651.115,201.903,4.68,-651.115,[1 1 1],2,0.153,2.723,2.271,28,-23.254107142857144
"['data_findsym-STRUC-781', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'R -3 2/m (hexagonal axes)'"", '_symmetry_Int_Tables_number 166         ', '                                        ', '_cell_length_a       2.85550            ', '_cell_length_b       2.85550            ', '_cell_length_c      21.55277            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma  120.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-y,x-y,z                                ', '-x+y,-x,z                               ', 'y,x,-z                                  ', '-x,-x+y,-z                              ', 'x-y,-y,-z                               ', '-x,-y,-z                                ', 'y,-x+y,-z                               ', 'x-y,x,-z                                ', '-y,-x,z                                 ', 'x,x-y,z                                 ', '-x+y,y,z                                ', 'x+1/3,y+2/3,z+2/3                       ', '-y+1/3,x-y+2/3,z+2/3                    ', '-x+y+1/3,-x+2/3,z+2/3                   ', 'y+1/3,x+2/3,-z+2/3                      ', '-x+1/3,-x+y+2/3,-z+2/3                  ', 'x-y+1/3,-y+2/3,-z+2/3                   ', '-x+1/3,-y+2/3,-z+2/3                    ', 'y+1/3,-x+y+2/3,-z+2/3                   ', 'x-y+1/3,x+2/3,-z+2/3                    ', '-y+1/3,-x+2/3,z+2/3                     ', 'x+1/3,x-y+2/3,z+2/3                     ', '-x+y+1/3,y+2/3,z+2/3                    ', 'x+2/3,y+1/3,z+1/3                       ', '-y+2/3,x-y+1/3,z+1/3                    ', '-x+y+2/3,-x+1/3,z+1/3                   ', 'y+2/3,x+1/3,-z+1/3                      ', '-x+2/3,-x+y+1/3,-z+1/3                  ', 'x-y+2/3,-y+1/3,-z+1/3                   ', '-x+2/3,-y+1/3,-z+1/3                    ', 'y+2/3,-x+y+1/3,-z+1/3                   ', 'x-y+2/3,x+1/3,-z+1/3                    ', '-y+2/3,-x+1/3,z+1/3                     ', 'x+2/3,x-y+1/3,z+1/3                     ', '-x+y+2/3,y+1/3,z+1/3                    ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.0000   0.0000   1.0000', '  Al   Al   0.0000   0.0000  -0.2254   1.0000', '   O    O   0.0000   0.0000   0.3840   1.0000', '   O    O   0.0000   0.0000  -0.1284   1.0000']",17,781,keptBest,[ 4  8 16],-650.381,202.915,4.657,-650.381,[1 1 1],166,0.083,4.372,3.952,28,-23.227892857142855
